Author,Date,Firm,Strategist,Stock Allocation %,2006 Close,2007 Close
Rodney Yap,2006-10-23,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-11-13,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-11-13,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-11-13,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-11-13,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-11-13,JPMorgan,A. Chakrabortti,55.0,1280.0,
Rodney Yap,2006-11-13,Lehman,,70.0,1400.0,
Rodney Yap,2006-11-13,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-11-13,Morgan Stanley,Henry McVey,70.0,1375.0,
Rodney Yap,2006-11-13,Prudential,Edward Keon,90.0,1410.0,
Rodney Yap,2006-11-13,Strategas,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-11-13,UBS,,50.0,1500.0,
Rodney Yap,2006-11-13,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-12-04,Bear Stearns,Francois Trahan,50.0,1200.0,1550.0
Rodney Yap,2006-12-04,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-12-04,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-12-04,JPMorgan,A. Chakrabortti,55.0,1280.0,1440.0
Rodney Yap,2006-12-04,Lehman,,70.0,1400.0,
Rodney Yap,2006-12-04,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-12-04,Morgan Stanley,Henry McVey,70.0,1375.0,1475.0
Rodney Yap,2006-12-04,Prudential,Edward Keon,90.0,1410.0,1600.0
Rodney Yap,2006-12-04,Strategas,Jason Trennert,75.0,1400.0,1550.0
Rodney Yap,2006-12-04,UBS,,50.0,1500.0,
Rodney Yap,2006-12-04,Wachovia,Rod Smyth,70.0,1350.0,
Phillip Cruz,2006-12-11,Bear Stearns,Francois Trahan,50.0,1200.0,1550.0
Phillip Cruz,2006-12-11,Citigroup,Committee,60.0,1400.0,
Phillip Cruz,2006-12-11,Deutsche Bank,Binky Chadha,,,1540.0
Phillip Cruz,2006-12-11,Goldman Sachs,Abby Cohen,75.0,1400.0,1550.0
Phillip Cruz,2006-12-11,JPMorgan,A. Chakrabortti,55.0,1280.0,1440.0
Phillip Cruz,2006-12-11,Lehman,,60.0,1400.0,
Phillip Cruz,2006-12-11,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2006-12-11,Morgan Stanley,Henry McVey,70.0,1375.0,1525.0
Phillip Cruz,2006-12-11,Prudential,Edward Keon,90.0,1410.0,1600.0
Phillip Cruz,2006-12-11,Strategas,Jason Trennert,75.0,1400.0,1550.0
Phillip Cruz,2006-12-11,UBS,,50.0,1500.0,
Phillip Cruz,2006-12-11,Wachovia,Rod Smyth,70.0,1350.0,1500.0
Rodney Yap,2006-12-26,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-12-26,Bear Stearns,Francois Trahan,50.0,1550.0,
Rodney Yap,2006-12-26,Citigroup,Committee,60.0,1600.0,
Rodney Yap,2006-12-26,Deutsche Bank,Binky Chadha,,1540.0,
Rodney Yap,2006-12-26,Goldman Sachs,Abby Cohen,75.0,1550.0,
Rodney Yap,2006-12-26,JPMorgan,A. Chakrabortti,55.0,1440.0,
Rodney Yap,2006-12-26,Lehman,,60.0,,
Rodney Yap,2006-12-26,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-12-26,Morgan Stanley,Henry McVey,70.0,1525.0,
Rodney Yap,2006-12-26,Prudential,Edward Keon,90.0,1630.0,
Rodney Yap,2006-12-26,Strategas,Jason Trennert,75.0,1600.0,
Rodney Yap,2006-12-26,UBS,,50.0,1500.0,
Rodney Yap,2006-12-26,Wachovia,Rod Smyth,70.0,1550.0,
