,Author,Date,Firm,Strategist,Stock Allocation %,2009 Close,2009 EPS,2010 Close,2010 EPS,Reweighted Allocation
613,Mary Childs,2009-10-26,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
614,Mary Childs,2009-10-26,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
615,Mary Childs,2009-10-26,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
616,Mary Childs,2009-10-26,Goldman Sachs,David Kostin,,1060.0,52.0,,,
617,Mary Childs,2009-10-26,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
618,Mary Childs,2009-10-26,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
619,Mary Childs,2009-10-26,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
620,Mary Childs,2009-10-26,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
621,Mary Childs,2009-10-26,UBS,Jonathan Golub,54.0,,,,,62.0
623,Mary Childs,2009-11-02,BMO,Ben Joyce,62.0,1050.0,57.25,,,62.0
622,Mary Childs,2009-11-02,Bank of America,David Bianco,60.0,,61.5,,,60.0
624,Mary Childs,2009-11-02,Barclays,Barry Knapp,,930.0,50.0,,,
625,Mary Childs,2009-11-02,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
626,Mary Childs,2009-11-02,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
627,Mary Childs,2009-11-02,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
628,Mary Childs,2009-11-02,Goldman Sachs,David Kostin,,1060.0,52.0,,,
629,Mary Childs,2009-11-02,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
630,Mary Childs,2009-11-02,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
631,Mary Childs,2009-11-02,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
632,Mary Childs,2009-11-02,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
633,Mary Childs,2009-11-02,UBS,Jonathan Golub,54.0,,,,,62.0
635,Mary Childs,2009-11-09,BMO,Ben Joyce,65.0,1050.0,57.25,,,65.0
634,Mary Childs,2009-11-09,Bank of America,David Bianco,60.0,,61.5,,,60.0
636,Mary Childs,2009-11-09,Barclays,Barry Knapp,,930.0,50.0,,,
637,Mary Childs,2009-11-09,Citigroup,Tobias Levkovich,,1000.0,62.5,,,
638,Mary Childs,2009-11-09,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
639,Mary Childs,2009-11-09,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
640,Mary Childs,2009-11-09,Goldman Sachs,David Kostin,,1060.0,52.0,,,
641,Mary Childs,2009-11-09,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
642,Mary Childs,2009-11-09,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
643,Mary Childs,2009-11-09,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
644,Mary Childs,2009-11-09,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
645,Mary Childs,2009-11-09,UBS,Jonathan Golub,54.0,,,,,62.0
647,Mary Childs,2009-11-16,BMO,Ben Joyce,65.0,1050.0,57.25,,,65.0
646,Mary Childs,2009-11-16,Bank of America,David Bianco,60.0,,61.5,,,60.0
648,Mary Childs,2009-11-16,Barclays,Barry Knapp,,930.0,50.0,,,
649,Mary Childs,2009-11-16,Citigroup,Tobias Levkovich,,1000.0,62.5,,,
650,Mary Childs,2009-11-16,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
651,Mary Childs,2009-11-16,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
652,Mary Childs,2009-11-16,Goldman Sachs,David Kostin,,1060.0,52.0,,,
653,Mary Childs,2009-11-16,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
654,Mary Childs,2009-11-16,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
655,Mary Childs,2009-11-16,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
656,Mary Childs,2009-11-16,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
657,Mary Childs,2009-11-16,UBS,Jonathan Golub,54.0,,,,,62.0
671,Mary Childs,2009-11-18,BMO,Ben Joyce,65.0,1050.0,57.25,,,65.0
670,Mary Childs,2009-11-18,Bank of America,David Bianco,60.0,,61.5,,,60.0
672,Mary Childs,2009-11-18,Barclays,Barry Knapp,,930.0,50.0,,,
673,Mary Childs,2009-11-18,Citigroup,Tobias Levkovich,,1100.0,62.5,,,
674,Mary Childs,2009-11-18,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
675,Mary Childs,2009-11-18,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
676,Mary Childs,2009-11-18,Goldman Sachs,David Kostin,,1060.0,52.0,,,
677,Mary Childs,2009-11-18,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
678,Mary Childs,2009-11-18,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
679,Mary Childs,2009-11-18,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
680,Mary Childs,2009-11-18,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
681,Mary Childs,2009-11-18,UBS,Jonathan Golub,54.0,,,,,62.0
683,Mary Childs,2009-11-20,BMO,Ben Joyce,65.0,1050.0,57.25,,,65.0
682,Mary Childs,2009-11-20,Bank of America,David Bianco,60.0,,61.5,,,60.0
684,Mary Childs,2009-11-20,Barclays,Barry Knapp,,930.0,50.0,,,
685,Mary Childs,2009-11-20,Citigroup,Tobias Levkovich,,1100.0,62.5,,,
686,Mary Childs,2009-11-20,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
687,Mary Childs,2009-11-20,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
688,Mary Childs,2009-11-20,Goldman Sachs,David Kostin,,1060.0,52.0,,,
689,Mary Childs,2009-11-20,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
690,Mary Childs,2009-11-20,JPMorgan,Thomas Lee,60.0,1160.0,57.0,,,60.0
691,Mary Childs,2009-11-20,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
692,Mary Childs,2009-11-20,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
693,Mary Childs,2009-11-20,UBS,Jonathan Golub,54.0,,,,,62.0
695,Mary Childs,2009-11-23,BMO,Ben Joyce,65.0,1050.0,58.11,,,65.0
694,Mary Childs,2009-11-23,Bank of America,David Bianco,60.0,,63.0,,,60.0
696,Mary Childs,2009-11-23,Barclays,Barry Knapp,,930.0,50.0,,,
697,Mary Childs,2009-11-23,Citigroup,Tobias Levkovich,,1100.0,62.5,,,
698,Mary Childs,2009-11-23,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
699,Mary Childs,2009-11-23,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
700,Mary Childs,2009-11-23,Goldman Sachs,David Kostin,,1060.0,52.0,,,
701,Mary Childs,2009-11-23,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
702,Mary Childs,2009-11-23,JPMorgan,Thomas Lee,60.0,1160.0,57.0,,,60.0
703,Mary Childs,2009-11-23,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
704,Mary Childs,2009-11-23,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
705,Mary Childs,2009-11-23,UBS,Jonathan Golub,54.0,,,,,62.0
707,Mary Childs,2009-11-30,BMO,Ben Joyce,65.0,1050.0,58.11,,,65.0
706,Mary Childs,2009-11-30,Bank of America,David Bianco,60.0,,63.0,,,60.0
708,Mary Childs,2009-11-30,Barclays,Barry Knapp,,930.0,50.0,,,
709,Mary Childs,2009-11-30,Citigroup,Tobias Levkovich,,1100.0,62.5,,,
710,Mary Childs,2009-11-30,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
711,Mary Childs,2009-11-30,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
712,Mary Childs,2009-11-30,Goldman Sachs,David Kostin,,1060.0,52.0,,,
713,Mary Childs,2009-11-30,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
714,Mary Childs,2009-11-30,JPMorgan,Thomas Lee,60.0,1160.0,57.0,,,60.0
715,Mary Childs,2009-11-30,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
716,Mary Childs,2009-11-30,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
717,Mary Childs,2009-11-30,UBS,Jonathan Golub,54.0,,,,,62.0
538,Mary Childs and Lynn Thomasson,2009-12-07,BMO,Ben Joyce,65.0,1050.0,58.11,,,65.0
537,Mary Childs and Lynn Thomasson,2009-12-07,Bank of America,David Bianco,60.0,,63.0,,,60.0
539,Mary Childs and Lynn Thomasson,2009-12-07,Barclays,Barry Knapp,,930.0,50.0,,,
540,Mary Childs and Lynn Thomasson,2009-12-07,Citigroup,Tobias Levkovich,,1100.0,62.5,,,
541,Mary Childs and Lynn Thomasson,2009-12-07,Credit Suisse,Andrew Garthwaite,65.0,1150.0,59.0,,,65.0
542,Mary Childs and Lynn Thomasson,2009-12-07,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
545,Mary Childs and Lynn Thomasson,2009-12-07,Goldman Sachs,David Kostin,,1060.0,52.0,,,
546,Mary Childs and Lynn Thomasson,2009-12-07,HSBC,Robert Parkes,,1100.0,,,,
547,Mary Childs and Lynn Thomasson,2009-12-07,JPMorgan,Thomas Lee,60.0,1160.0,57.0,,,60.0
548,Mary Childs and Lynn Thomasson,2009-12-07,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
543,Mary Childs and Lynn Thomasson,2009-12-07,Oppenheimer,,60.0,,,,,60.0
549,Mary Childs and Lynn Thomasson,2009-12-07,RBC,Myles Zyblock,54.0,1050.0,60.0,,,62.0
544,Mary Childs and Lynn Thomasson,2009-12-07,UBS,,60.0,,,,,60.0
526,Lynn Thomasson,2009-12-12,BMO,Ben Joyce,65.0,,,,71.0,65.0
525,Lynn Thomasson,2009-12-12,Bank of America,David Bianco,60.0,,,1275.0,73.0,60.0
527,Lynn Thomasson,2009-12-12,Barclays,Barry Knapp,,,,1120.0,66.0,
528,Lynn Thomasson,2009-12-12,Citigroup,Tobias Levkovich,,,,1150.0,72.5,
529,Lynn Thomasson,2009-12-12,Credit Suisse,Andrew Garthwaite,65.0,,,1125.0,76.0,65.0
530,Lynn Thomasson,2009-12-12,Deutsche Bank,Binky Chadha,60.0,,,1260.0,77.8,60.0
531,Lynn Thomasson,2009-12-12,Goldman Sachs,David Kostin,,,,1250.0,76.0,
532,Lynn Thomasson,2009-12-12,JPMorgan,Thomas Lee,60.0,,,1300.0,80.0,60.0
533,Lynn Thomasson,2009-12-12,Morgan Stanley,Jason Todd,,,,,70.0,
534,Lynn Thomasson,2009-12-12,Oppenheimer,Brian Belski,60.0,,,1300.0,70.0,60.0
535,Lynn Thomasson,2009-12-12,RBC,Myles Zyblock,60.0,,,1200.0,72.0,60.0
536,Lynn Thomasson,2009-12-12,UBS,Thomas Doerflinger,54.0,,,1250.0,80.0,62.0
727,Lynn Thomasson,2009-12-13,BMO,,65.0,,,,,65.0
726,Lynn Thomasson,2009-12-13,Bank of America,,60.0,,,,,60.0
728,Lynn Thomasson,2009-12-13,Credit Suisse,,65.0,,,,,65.0
729,Lynn Thomasson,2009-12-13,Deutsche Bank,,60.0,,,,,60.0
730,Lynn Thomasson,2009-12-13,JPMorgan,,60.0,,,,,60.0
732,Lynn Thomasson,2009-12-13,Oppenheimer,,60.0,,,,,60.0
731,Lynn Thomasson,2009-12-13,RBC,,60.0,,,,,60.0
733,Lynn Thomasson,2009-12-13,UBS,,54.0,,,,,62.0
719,Lynn Thomasson,2009-12-21,BMO,,65.0,,,,,65.0
718,Lynn Thomasson,2009-12-21,Bank of America,,60.0,,,,,60.0
720,Lynn Thomasson,2009-12-21,Credit Suisse,,65.0,,,,,65.0
721,Lynn Thomasson,2009-12-21,Deutsche Bank,,60.0,,,,,60.0
722,Lynn Thomasson,2009-12-21,JPMorgan,,60.0,,,,,60.0
724,Lynn Thomasson,2009-12-21,Oppenheimer,,60.0,,,,,60.0
723,Lynn Thomasson,2009-12-21,RBC,,60.0,,,,,60.0
725,Lynn Thomasson,2009-12-21,UBS,,54.0,,,,,62.0
