Author,Date,Firm,Strategist,Stock Allocation %,2008 Close,2009 Close
Stephanie Luke,2008-09-15,Merrill Lynch,R. Bernstein,50.0,1360.0,
Stephanie Luke,2008-09-15,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-09-15,UBS,,50.5,1550.0,
Stephanie Luke,2008-09-15,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-09-22,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-09-22,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-09-22,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-09-22,HSBC,Kevin Gardiner,51.0,1375.0,
Stephanie Luke,2008-09-22,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-09-22,Lehman,Ian Scott,72.0,1450.0,
Stephanie Luke,2008-09-22,Merrill Lynch,R. Bernstein,50.0,1360.0,
Stephanie Luke,2008-09-22,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-09-22,UBS,,51.5,1550.0,
Stephanie Luke,2008-09-22,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-09-25,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-09-25,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-09-25,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-09-25,HSBC,Kevin Gardiner,51.0,1375.0,
Stephanie Luke,2008-09-25,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-09-25,Lehman,Ian Scott,72.0,1450.0,
Stephanie Luke,2008-09-25,Merrill Lynch,R. Bernstein,50.0,1360.0,
Stephanie Luke,2008-09-25,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-09-25,UBS,,51.5,1550.0,
Stephanie Luke,2008-09-25,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-09-29,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-09-29,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-09-29,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-09-29,HSBC,Kevin Gardiner,49.0,1375.0,
Stephanie Luke,2008-09-29,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-09-29,Merrill Lynch,R. Bernstein,50.0,1360.0,
Stephanie Luke,2008-09-29,Strategas,Jason Trennert,65.0,1300.0,
Stephanie Luke,2008-09-29,UBS,,51.5,1550.0,
Stephanie Luke,2008-09-29,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-10-06,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-10-06,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-10-06,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-10-06,HSBC,Kevin Gardiner,49.0,1375.0,
Stephanie Luke,2008-10-06,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-10-06,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-10-06,Strategas,Jason Trennert,65.0,1300.0,
Stephanie Luke,2008-10-06,UBS,,51.5,,
Stephanie Luke,2008-10-06,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-10-13,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-10-13,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-10-13,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-10-13,HSBC,Kevin Gardiner,49.0,1200.0,
Stephanie Luke,2008-10-13,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-10-13,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-10-13,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-10-13,UBS,,51.5,,
Stephanie Luke,2008-10-13,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-10-20,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-10-20,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-10-20,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-10-20,HSBC,Kevin Gardiner,49.0,1200.0,
Stephanie Luke,2008-10-20,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-10-20,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-10-20,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-10-20,UBS,,51.5,,
Stephanie Luke,2008-10-20,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-10-27,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-10-27,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-10-27,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-10-27,HSBC,Kevin Gardiner,52.2,1200.0,
Stephanie Luke,2008-10-27,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-10-27,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-10-27,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-10-27,UBS,,51.5,,
Stephanie Luke,2008-10-27,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-11-03,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-11-03,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-11-03,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-11-03,HSBC,Kevin Gardiner,52.2,1200.0,
Stephanie Luke,2008-11-03,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-11-03,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-11-03,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-11-03,UBS,,51.5,,
Stephanie Luke,2008-11-03,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-11-10,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-11-10,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-11-10,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-11-10,HSBC,Kevin Gardiner,52.2,1200.0,
Stephanie Luke,2008-11-10,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-11-10,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-11-10,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-11-10,UBS,,51.5,,
Stephanie Luke,2008-11-10,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-11-17,Citigroup,Committee chk,60.0,1200.0,
Stephanie Luke,2008-11-17,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-11-17,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-11-17,HSBC,Kevin Gardiner,52.2,1200.0,
Stephanie Luke,2008-11-17,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-11-17,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-11-17,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-11-17,UBS,,51.5,,
Stephanie Luke,2008-11-17,Wachovia,Bill O'Grady,67.0,1435.0,
Stephanie Luke,2008-11-24,Citigroup,Committee chk,60.0,1200.0,
Stephanie Luke,2008-11-24,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-11-24,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-11-24,HSBC,Kevin Gardiner,52.2,1200.0,
Stephanie Luke,2008-11-24,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-11-24,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-11-24,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-11-24,UBS,,51.5,,
Stephanie Luke,2008-11-24,Wachovia,Bill O’Grady,67.0,1435.0,
Stephanie Luke,2008-12-01,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-12-01,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-12-01,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-12-01,HSBC,Kevin Gardiner,47.0,1200.0,
Stephanie Luke,2008-12-01,JPMorgan,Thomas Lee,60.0,1125.0,
Stephanie Luke,2008-12-01,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-12-01,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-12-01,UBS,,51.5,,
Stephanie Luke,2008-12-01,Wachovia,Bill O’Grady,67.0,1435.0,
Stephanie Luke,2008-12-08,Citigroup,Committee,60.0,1200.0,
Stephanie Luke,2008-12-08,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-12-08,Goldman Sachs,David Kostin,,1000.0,
Stephanie Luke,2008-12-08,HSBC,Kevin Gardiner,47.0,1200.0,
Stephanie Luke,2008-12-08,JPMorgan,Thomas Lee,60.0,1000.0,
Stephanie Luke,2008-12-08,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-12-08,Strategas,Jason Trennert,65.0,1100.0,
Stephanie Luke,2008-12-08,UBS,,51.5,,1300.0
Stephanie Luke,2008-12-15,Citigroup,Committee,60.0,850.0,1000.0
Stephanie Luke,2008-12-15,Credit Suisse,Andrew Garthwaite,60.0,,
Stephanie Luke,2008-12-15,Goldman Sachs,David Kostin,,1000.0,1100.0
Stephanie Luke,2008-12-15,HSBC,Kevin Gardiner,47.0,,1000.0
Stephanie Luke,2008-12-15,JPMorgan,Thomas Lee,60.0,1000.0,
Stephanie Luke,2008-12-15,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-12-15,Strategas,Jason Trennert,65.0,900.0,1100.0
Stephanie Luke,2008-12-15,UBS,,51.5,,1300.0
Phillip Cruz,2008-12-22,Citigroup,Committee,60.0,850.0,1000.0
Phillip Cruz,2008-12-22,Credit Suisse,Andrew Garthwaite,60.0,,
Phillip Cruz,2008-12-22,Goldman Sachs,David Kostin,,1000.0,1100.0
Phillip Cruz,2008-12-22,HSBC,Kevin Gardiner,47.0,,1000.0
Phillip Cruz,2008-12-22,JPMorgan,Thomas Lee,60.0,1000.0,1100.0
Phillip Cruz,2008-12-22,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-12-22,Strategas,Jason Trennert,65.0,900.0,1100.0
Phillip Cruz,2008-12-22,UBS,,51.5,,1300.0
Stephanie Luke,2008-12-29,Citigroup,Committee,,850.0,1000.0
Stephanie Luke,2008-12-29,Credit Suisse,Andrew Garthwaite,60.0,,1050.0
Stephanie Luke,2008-12-29,Goldman Sachs,David Kostin,,1000.0,1100.0
Stephanie Luke,2008-12-29,HSBC,Kevin Gardiner,47.0,,1000.0
Stephanie Luke,2008-12-29,JPMorgan,Thomas Lee,60.0,1000.0,1100.0
Stephanie Luke,2008-12-29,Merrill Lynch,R. Bernstein,50.0,,
Stephanie Luke,2008-12-29,Strategas,Jason Trennert,65.0,900.0,1100.0
Stephanie Luke,2008-12-29,UBS,,51.5,,1300.0
